faculty,building_name,address,institution_code
Fakultas Syariah,Kampus 1,"Jl. Arif Rahman Hakim No.111, Simpang IV Sipin, Kec. Telanaipura, Kota Jambi, Jambi 36124",quipper-510
Fakultas Ushuluddin dan Studi Agama,Kampus 1,"Jl. Arif Rahman Hakim No.111, Simpang IV Sipin, Kec. Telanaipura, Kota Jambi, Jambi 36124",quipper-510
Fakultas Adab dan Humaniora,Kampus 1,"Jl. Arif Rahman Hakim No.111, Simpang IV Sipin, Kec. Telanaipura, Kota Jambi, Jambi 36124",quipper-510
Fakultas Ekonomi dan Bisnis Islam,Kampus 1,"Jl. Arif Rahman Hakim No.111, Simpang IV Sipin, Kec. Telanaipura, Kota Jambi, Jambi 36124",quipper-510
Fakultas Sains dan Teknologi,Kampus 1,"Jl. Arif Rahman Hakim No.111, Simpang IV Sipin, Kec. Telanaipura, Kota Jambi, Jambi 36124",quipper-510
Fakultas Dakwah,Kampus 1,"Jl. Arif Rahman Hakim No.111, Simpang IV Sipin, Kec. Telanaipura, Kota Jambi, Jambi 36124",quipper-510
ALL,Kampus Utama,"Jalan Gedung Arca No. 52, Medan 20217",quipper-511
ALL,Kampus Utama,"Jl. Raya Serang, Cilegon, Taman Kopassus, Serang, Banten.",quipper-512
ALL,Kampus Utama,"Jalan Jemur Andayani 1 No. 73, Surabaya, 60236",quipper-513
Faculty of Business,Kampus Utama,"Jalan Hang Lekir I No.6, Senayan, Jakarta 10270",quipper-514
Faculty of Computing and Media,Kampus Utama,"Jalan Hang Lekir I No.6, Senayan, Jakarta 10270",quipper-514
Gizi,Kampus 1,"Jl. Laksdya Leo Wattimena, Negeri Lama, Ambon",quipper-515
Kebidanan,Kampus 1,"Jl. Laksdya Leo Wattimena, Negeri Lama, Ambon",quipper-515
Kesehatan Lingkungan,Kampus 1,"Jl. Laksdya Leo Wattimena, Negeri Lama, Ambon",quipper-515
Analis Kesehatan,Kampus 1,"Jl. Laksdya Leo Wattimena, Negeri Lama, Ambon",quipper-515
Keperawatan,Kampus 1,"Jl. Laksdya Leo Wattimena, Negeri Lama, Ambon",quipper-515
Keperawatan,Kampus 2,"Jl. Mutiara, Ohoijang, Tual",quipper-515
Keperawatan,Kampus 3,"Jl. Lintas Seram, Masohi",quipper-515
Kebidanan,Kampus 4,"Jl. CH. Martha Tiahahu, Saumlaki",quipper-515
ALL,Kampus Utama,"Jl. Kebon Jahe Gedung Diklat UP III, Komperta Plaju, Palembang",quipper-516
ALL,Kampus Utama,Jl. Perintis Kemerdekaan 1 No.1 (Kawasan Pendidikan Cikokol) Kota Tangerang,quipper-517
ALL,Kampus Utama,"Jl. Raya Taddan, Km.4 Taddan, Camplong, Sampang- Jawa Timur",quipper-518
ALL,Kampus Utama,"Jalan Pawiyatan Luhur IV No.17, Bendan Dhuwur, Kota Semarang",quipper-519
ALL,Kampus Utama,"Jl. Nuri Baru No. 1, Mamajang, Makassar, Sulawesi Selatan 90134",quipper-520
Fakultas Kedokteran,Kampus Utama,"Jalan Kyai Tapa No.1, Grogol, Jakarta Barat",quipper-521
Fakultas Teknologi Industri,Kampus Utama,"Jalan Kyai Tapa No.1, Grogol, Jakarta Barat",quipper-521
Fakultas Hukum,Kampus Utama,"Jalan Kyai Tapa No.1, Grogol, Jakarta Barat",quipper-521
Fakultas Seni Rupa dan Desain,Kampus Utama,"Jalan Kyai Tapa No.1, Grogol, Jakarta Barat",quipper-521
Fakultas Arsitektur Lansekap dan Teknologi Lingkungan,Kampus Utama,"Jalan Kyai Tapa No.1, Grogol, Jakarta Barat",quipper-521
Fakultas Teknik Sipil dan Perencanaan,Kampus Utama,"Jalan Kyai Tapa No.1, Grogol, Jakarta Barat",quipper-521
Fakultas Kedokteran Gigi,Kampus Utama,"Jalan Kyai Tapa No.1, Grogol, Jakarta Barat",quipper-521
Fakultas Teknologi Kebumian dan Energi,Kampus Utama,"Jalan Kyai Tapa No.1, Grogol, Jakarta Barat",quipper-521
Fakultas Ekonomi dan Bisnis,Kampus Utama,"Jalan Kyai Tapa No.1, Grogol, Jakarta Barat",quipper-521
Program Pascasarjana,Kampus 2,"Jl. Jambi-Muara Bulian KM. 16, Simp. Sei Duren, Jambi Luar kota, Muaro Jambi, Jambi 36361",quipper-522
Fakultas Ilmu Tarbiyah dan Keguruan,Kampus 1,"Jl. Arif Rahman Hakim No.111, Simpang IV Sipin, Kec. Telanaipura, Kota Jambi, Jambi 36124",quipper-522
Fakultas Syariah,Kampus 1,"Jl. Arif Rahman Hakim No.111, Simpang IV Sipin, Kec. Telanaipura, Kota Jambi, Jambi 36124",quipper-522
Fakultas Ushuluddin dan Studi Agama,Kampus 1,"Jl. Arif Rahman Hakim No.111, Simpang IV Sipin, Kec. Telanaipura, Kota Jambi, Jambi 36124",quipper-522
Fakultas Adab dan Humaniora,Kampus 1,"Jl. Arif Rahman Hakim No.111, Simpang IV Sipin, Kec. Telanaipura, Kota Jambi, Jambi 36124",quipper-522
Fakultas Ekonomi dan Bisnis Islam,Kampus 1,"Jl. Arif Rahman Hakim No.111, Simpang IV Sipin, Kec. Telanaipura, Kota Jambi, Jambi 36124",quipper-522
Fakultas Sains dan Teknologi,Kampus 1,"Jl. Arif Rahman Hakim No.111, Simpang IV Sipin, Kec. Telanaipura, Kota Jambi, Jambi 36124",quipper-522
Fakultas Dakwah,Kampus 1,"Jl. Arif Rahman Hakim No.111, Simpang IV Sipin, Kec. Telanaipura, Kota Jambi, Jambi 36124",quipper-522
ALL,Kampus Utama,"Jalan Gedung Arca No. 52, Medan 20217",quipper-523
ALL,Kampus Utama,"Jl. Raya Serang, Cilegon, Taman Kopassus, Serang, Banten.",quipper-524
ALL,Kampus Utama,"Jalan Jemur Andayani 1 No. 73, Surabaya, 60236",quipper-525
Faculty of Business,Kampus Utama,"Jalan Hang Lekir I No.6, Senayan, Jakarta 10270",quipper-526
Faculty of Computing and Media,Kampus Utama,"Jalan Hang Lekir I No.6, Senayan, Jakarta 10270",quipper-526
Gizi,Kampus 1,"Jl. Laksdya Leo Wattimena, Negeri Lama, Ambon",quipper-527
Kebidanan,Kampus 1,"Jl. Laksdya Leo Wattimena, Negeri Lama, Ambon",quipper-527
Kesehatan Lingkungan,Kampus 1,"Jl. Laksdya Leo Wattimena, Negeri Lama, Ambon",quipper-527
Analis Kesehatan,Kampus 1,"Jl. Laksdya Leo Wattimena, Negeri Lama, Ambon",quipper-527
Keperawatan,Kampus 1,"Jl. Laksdya Leo Wattimena, Negeri Lama, Ambon",quipper-527
Keperawatan,Kampus 2,"Jl. Mutiara, Ohoijang, Tual",quipper-527
Keperawatan,Kampus 3,"Jl. Lintas Seram, Masohi",quipper-527
Kebidanan,Kampus 4,"Jl. CH. Martha Tiahahu, Saumlaki",quipper-527
ALL,Kampus Utama,"Jl. Kebon Jahe Gedung Diklat UP III, Komperta Plaju, Palembang",quipper-528
Fakultas Hukum,Kampus Utama,"Jln. Sisingamangaraja, No.2, RT.2/RW.1, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",quipper-529
Fakultas Ilmu Pengetahuan Budaya,Kampus Utama,"Jln. Sisingamangaraja, No.2, RT.2/RW.1, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",quipper-529
Fakutas Ekonomi dan Bisnis,Kampus Utama,"Jln. Sisingamangaraja, No.2, RT.2/RW.1, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",quipper-529
Fakultas Psikologi dan Pendidikan,Kampus Utama,"Jln. Sisingamangaraja, No.2, RT.2/RW.1, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",quipper-529
Fakultas Sains dan Teknologi,Kampus Utama,"Jln. Sisingamangaraja, No.2, RT.2/RW.1, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",quipper-529
Fakultas Ilmu Sosial dan Politik,Kampus Utama,"Jln. Sisingamangaraja, No.2, RT.2/RW.1, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",quipper-529
ALL,Kampus Utama,"Bina Sentra Ruang Arimbi 102, Jl. Jend Gatot Subroto Kav 71, Jakarta Selatan",quipper-530
ALL,Kampus Utama,"Jalan Siliwangi No. 24, Kota Tasikmalaya, 46115, Jawa Barat",quipper-531
ALL,Kampus Utama,"Jalan Terusan Jendral Sudirman, Cimahi 40526",quipper-532
ALL,Kampus Utama,"Jl. Pramuka No. 70-85B Umbulharjo, Yogyakarta 55163",quipper-533
ALL,Kampus Utama,"Jl. Bendungan Bili-bili No. 1 Tidung, Kelurahan Karunrung, Makassar",quipper-534
ALL,Kampus Utama,"Jl. Letjend Sutoyo, Mojosongo, Surakarta 57127 Jawa Tengah",quipper-535
ALL,Kampus Utama,"Jl. Tentara Rakyat Mataram No. 55-57, Yogyakarta",quipper-536
Pariwisata,Kampus 2,"Jl. Taman Sunda Kelapa No. 16A, Menteng, Jakarta Pusat 10310",quipper-537
Pariwisata,Kampus 1,"Jl. Pangkalan Jati II No. 19, Jatiwaringin, Jakarta Timur 13620",quipper-537
Keperawatan,Kampus 1,"Jl. Alternatif Cibubur Km. 1, Gedung B-Kompleks RS Melia Cibubur, Depok, 16951",quipper-538
Keperawatan,Kampus 2,"Jl. Ciledug Raya No. 9-G, Kebayoran Lama, Jakarta Selatan",quipper-538
ALL,Kampus Utama,"Jalan Kendeng No. 307 Sidanegara, Cilacap, 53223",quipper-539
ALL,Kampus Utama,"Jalan Budi Utomo No. 2 Manding, Polewali, Polewali Mandar Sulawesi Barat",quipper-540
Fakultas Ilmu Filsafat,Kampus Utama,"Cempaka Putih Indah 100A, Jembatan Serong, Rawasari, Jakarta 10520",quipper-541
ALL,Kampus Utama,"Jalan Pacuan Kuda No. 1-5 Pulo Mas, Jakarta Timur 13210",quipper-542
ALL,Kampus 1,"Jalan Raya Dompak, Tanjungpinang 29111",quipper-543
Fakultas Keguruan dan Ilmu Pendidikan,Kampus 2,"Jln. Politeknik Senggarang, 29100 Tanjungpinang",quipper-543
Fakultas Ekonomi,Kampus 2,"Jln. Politeknik Senggarang, 29100 Tanjungpinang",quipper-543
Fakultas Ilmu Sosial dan Ilmu Politik,Kampus 2,"Jln. Politeknik Senggarang, 29100 Tanjungpinang",quipper-543
Fakultas Teknik,Kampus 2,"Jln. Politeknik Senggarang, 29100 Tanjungpinang",quipper-543
Fakultas Ilmu Kelautan dan Perikanan,Kampus 2,"Jln. Politeknik Senggarang, 29100 Tanjungpinang",quipper-543
Fakultas Ekonomi dan Bisnis,Kampus Jakarta,"Jl. Perbanas, Karet Kuningan, Setiabudi, Jakarta Selatan 12940",quipper-544
Fakultas Teknologi Informasi,Kampus Jakarta,"Jl. Perbanas, Karet Kuningan, Setiabudi, Jakarta Selatan 12940",quipper-544
ALL,Kampus Bekasi,"Jl. Cut Meutia Raya No. 2, Rawalumbu, Bekasi 17116",quipper-544
Fakultas Ilmu Sosial dan Ilmu Politik,Kampus 2,Jl. Babarsari 2 Yogyakarta 55281,quipper-545
Fakultas Ekonomi dan Bisnis,Kampus 1,"Jl. SWK 104 (Lingkar Utara), Condongcatur, Yogyakarta 55283",quipper-545
Fakultas Pertanian,Kampus 1,"Jl. SWK 104 (Lingkar Utara), Condongcatur, Yogyakarta 55283",quipper-545
Fakultas Teknologi Mineral,Kampus 1,"Jl. SWK 104 (Lingkar Utara), Condongcatur, Yogyakarta 55283",quipper-545
Fakultas Teknik Industri,Kampus 1,"Jl. SWK 104 (Lingkar Utara), Condongcatur, Yogyakarta 55283",quipper-545
ALL,Kampus Utama,Jln. Kapten Pierre Tendean No. 24 Kuala Kapuas 73513 Kalimantan Tengah,quipper-546
ALL,Kampus Utama,"Jalan Jenderal Ahmad Yani, Pabelan, Kartasura, Sukoharjo, Jawa Tengah 57162",quipper-547
ALL,Kampus Utama,"Jl. Perintis Kemerdekaan, Gambiran, Umbulharjo Yogyakarta, 55161",quipper-548
ALL,Kampus 2,"Jalan Ki Hajar Dewantara 38 Bandar Rejo, Lampung Timur",quipper-549
ALL,Kampus 1,"Jalan Ki Hajar Dewantara No.116 Kota Metro, Lampung 34125",quipper-549
ALL,Kampus A,"Jl. Cikini Raya No. 64, Menteng – Jakarta Pusat",quipper-550
ALL,Kampus B,"Jl. Matraman Raya No. 15, Jakarta Timur",quipper-550
ALL,Kampus Utama/Kampus E,"Jl. Cimandiri No. 17, Menteng, Jakarta Pusat",quipper-550
ALL,Kampus Utama,"Jl. Kelapa Sawit 8, Bumi Berkat No. 1, Rt. 2 Rw. 1, Banjarbaru, Kalimantan Selatan (70714)",quipper-551
ALL,Kampus Utama,"Jl. Jatinegara Barat No 187, Jakarta Timur, 13310",quipper-552
ALL,Kampus Utama,"Jl. Kalisahak No.28 Kompleks Balapan, Yogyakarta 55222",quipper-553
ALL,Kampus Utama,"Jl. Ciputat Raya No. 77, Jakarta Selatan 15419",quipper-554
ALL,Kampus Utama,"Jl. Raya Palur Ngringo Km. 5, Karanganyar, Ngringo, Jaten, Kota Surakarta",quipper-555
ALL,Kampus Utama,Jl. Pejaten Raya No. 31. Pasar Minggu,quipper-556
ALL,Kampus Utama,"Jl. Amal Lama No.1, Pantai Amal, Tarakan Timur, 77123",quipper-557
ALL,Kampus Utama,"Jl. Jend. Achmad Yani No. 50-52 Merdeka, Kupang, NTT 85225",quipper-558
ALL,Kampus Utama,"Jalan Gle Gapui, Kecamatan Indra Jaya, Kabupaten Pidie, Provinsi Aceh",quipper-559
Administrasi Bisnis,LP3I Jakarta 3,"Jl. Falatehan Raya No. 2 (Depan Masjid Peruri), Jakarta Selatan",quipper-560
Akuntansi,LP3I Jakarta 3,"Jl. Falatehan Raya No. 2 (Depan Masjid Peruri), Jakarta Selatan",quipper-560
Manajemen Informatika,LP3I Jakarta 3,"Jl. Falatehan Raya No. 2 (Depan Masjid Peruri), Jakarta Selatan",quipper-560
Administrasi Bisnis,LP3I Jakarta 14,"Gedung Graha Sudirman, Jl. Jenderal Sudirman 1-3, Babakan Bypass, Kota Tangerang",quipper-560
Akuntansi,LP3I Jakarta 14,"Gedung Graha Sudirman, Jl. Jenderal Sudirman 1-3, Babakan Bypass, Kota Tangerang",quipper-560
Manajemen Informatika,LP3I Jakarta 14,"Gedung Graha Sudirman, Jl. Jenderal Sudirman 1-3, Babakan Bypass, Kota Tangerang",quipper-560
Administrasi Bisnis,LP3I Medan 2,"Jl. Sei Serayu No. 48 D, Medan",quipper-560
Akuntansi,LP3I Medan 2,"Jl. Sei Serayu No. 48 D, Medan",quipper-560
Administrasi Bisnis,LP3I Medan 1,"Jl. Amaliun No. 37, Kota Matsum IV, Medan Area",quipper-560
Akuntansi,LP3I Medan 1,"Jl. Amaliun No. 37, Kota Matsum IV, Medan Area",quipper-560
Administrasi Bisnis,LP3I Jakarta 12,"Jl. Raya Hankam No. 39, Bekasi",quipper-560
Akuntansi,LP3I Jakarta 12,"Jl. Raya Hankam No. 39, Bekasi",quipper-560
Manajemen Informatika,LP3I Jakarta 12,"Jl. Raya Hankam No. 39, Bekasi",quipper-560
Administrasi Bisnis,LP3I Jakarta 13,"Jl. Cireundeu No. 6, Pondok Cabe, Tangerang Selatan",quipper-560
Akuntansi,LP3I Jakarta 13,"Jl. Cireundeu No. 6, Pondok Cabe, Tangerang Selatan",quipper-560
Manajemen Informatika,LP3I Jakarta 13,"Jl. Cireundeu No. 6, Pondok Cabe, Tangerang Selatan",quipper-560
Administrasi Bisnis,LP3I Jakarta 4,"Jl. Plumpang Raya No. 27, Jakarta Utara",quipper-560
Akuntansi,LP3I Jakarta 4,"Jl. Plumpang Raya No. 27, Jakarta Utara",quipper-560
Manajemen Informatika,LP3I Jakarta 4,"Jl. Plumpang Raya No. 27, Jakarta Utara",quipper-560
Administrasi Bisnis,LP3I Jakarta 11,"Jl. Raya Cileungsi - Jonggol Km. 3, Cileungsi, Bogor, 16820",quipper-560
Akuntansi,LP3I Jakarta 11,"Jl. Raya Cileungsi - Jonggol Km. 3, Cileungsi, Bogor, 16820",quipper-560
Manajemen Informatika,LP3I Jakarta 11,"Jl. Raya Cileungsi - Jonggol Km. 3, Cileungsi, Bogor, 16820",quipper-560
Administrasi Bisnis,LP3I Jakarta 10,"Jl. Margonda Raya No. 274, Depok",quipper-560
Akuntansi,LP3I Jakarta 10,"Jl. Margonda Raya No. 274, Depok",quipper-560
Manajemen Informatika,LP3I Jakarta 10,"Jl. Margonda Raya No. 274, Depok",quipper-560
Administrasi Bisnis,LP3I Jakarta 6,"Grand Mall Blok A 1, 2, 8-9, Jl. Jenderal Sudirman, Kranji, Bekasi",quipper-560
Akuntansi,LP3I Jakarta 6,"Grand Mall Blok A 1, 2, 8-9, Jl. Jenderal Sudirman, Kranji, Bekasi",quipper-560
Manajemen Informatika,LP3I Jakarta 6,"Grand Mall Blok A 1, 2, 8-9, Jl. Jenderal Sudirman, Kranji, Bekasi",quipper-560
Administrasi Bisnis,LP3I Bandung,"Jl. Pahlawan No. 59, Bandung, Jawa Barat",quipper-560
Akuntansi,LP3I Bandung,"Jl. Pahlawan No. 59, Bandung, Jawa Barat",quipper-560
Manajemen Informatika,LP3I Bandung,"Jl. Pahlawan No. 59, Bandung, Jawa Barat",quipper-560
Komunikasi,LP3I Bandung,"Jl. Pahlawan No. 59, Bandung, Jawa Barat",quipper-560
Administrasi Bisnis,LP3I Jakarta 7,"Jl. H. Noor Ali No. 6 A-B, Kalimalang, Bekasi",quipper-560
Akuntansi,LP3I Jakarta 7,"Jl. H. Noor Ali No. 6 A-B, Kalimalang, Bekasi",quipper-560
Manajemen Informatika,LP3I Jakarta 7,"Jl. H. Noor Ali No. 6 A-B, Kalimalang, Bekasi",quipper-560
Administrasi Bisnis,LP3I Medan 3,Jl. Platina Raya (Jl. Titi Papan) No. 8 ABC Medan Marelan,quipper-560
Akuntansi,LP3I Medan 3,Jl. Platina Raya (Jl. Titi Papan) No. 8 ABC Medan Marelan,quipper-560
Administrasi Bisnis,LP3I Jakarta 1,Jl. Kramat Raya No.7/9 Jakarta Pusat,quipper-560
Akuntansi,LP3I Jakarta 1,Jl. Kramat Raya No.7/9 Jakarta Pusat,quipper-560
Manajemen Informatika,LP3I Jakarta 1,Jl. Kramat Raya No.7/9 Jakarta Pusat,quipper-560
Administrasi Bisnis,LP3I Jakarta 8,"Ready Centra Cimone, Jl. Gatot Subroto, Cimone, Tangerang",quipper-560
Akuntansi,LP3I Jakarta 8,"Ready Centra Cimone, Jl. Gatot Subroto, Cimone, Tangerang",quipper-560
Manajemen Informatika,LP3I Jakarta 8,"Ready Centra Cimone, Jl. Gatot Subroto, Cimone, Tangerang",quipper-560
Administrasi Bisnis,LP3I Jakarta 9,"Building Center Cibinong Indah, Jl. Raya Bogor Km. 48, Cibinong, Bogor",quipper-560
Akuntansi,LP3I Jakarta 9,"Building Center Cibinong Indah, Jl. Raya Bogor Km. 48, Cibinong, Bogor",quipper-560
Manajemen Informatika,LP3I Jakarta 9,"Building Center Cibinong Indah, Jl. Raya Bogor Km. 48, Cibinong, Bogor",quipper-560
Administrasi Bisnis,LP3I Jakarta 2,"Jl. Raya Pasar Minggu Ujung No. 25, Jakarta Selatan",quipper-560
Akuntansi,LP3I Jakarta 2,"Jl. Raya Pasar Minggu Ujung No. 25, Jakarta Selatan",quipper-560
Manajemen Informatika,LP3I Jakarta 2,"Jl. Raya Pasar Minggu Ujung No. 25, Jakarta Selatan",quipper-560
Administrasi Bisnis,LP3I Jakarta 16,"Jl. Industri No. 57, Cikarang Utara, 17530",quipper-560
Akuntansi,LP3I Jakarta 16,"Jl. Industri No. 57, Cikarang Utara, 17530",quipper-560
Manajemen Informatika,LP3I Jakarta 16,"Jl. Industri No. 57, Cikarang Utara, 17530",quipper-560
Administrasi Bisnis,LP3I Jakarta 5,"Gedung LP3I Trade Center, Jl. Rawa Bali I No. 4, Jakarta Timur",quipper-560
Akuntansi,LP3I Jakarta 5,"Gedung LP3I Trade Center, Jl. Rawa Bali I No. 4, Jakarta Timur",quipper-560
Manajemen Informatika,LP3I Jakarta 5,"Gedung LP3I Trade Center, Jl. Rawa Bali I No. 4, Jakarta Timur",quipper-560
Administrasi Bisnis,LP3I Jakarta 15,"Jl. Raden Fatah No. 20, Sudimara-Ciledug, Tangerang",quipper-560
Akuntansi,LP3I Jakarta 15,"Jl. Raden Fatah No. 20, Sudimara-Ciledug, Tangerang",quipper-560
Manajemen Informatika,LP3I Jakarta 15,"Jl. Raden Fatah No. 20, Sudimara-Ciledug, Tangerang",quipper-560
Fakultas Hukum,Kampus 1,"Jl. Darmawangsa I No. 1 Kebayoran Baru, Jakarta, 12140",quipper-562
Fakultas Ilmu Komunikasi,Kampus 2,"Jl. Raya Perjuangan, Bekasi Utara, Jawa Barat, 17121",quipper-562
Fakultas Psikologi,Kampus 2,"Jl. Raya Perjuangan, Bekasi Utara, Jawa Barat, 17121",quipper-562
Fakultas Teknik,Kampus 2,"Jl. Raya Perjuangan, Bekasi Utara, Jawa Barat, 17121",quipper-562
Fakultas Ekonomi dan Bisnis,Kampus 2,"Jl. Raya Perjuangan, Bekasi Utara, Jawa Barat, 17121",quipper-562
ALL,Kampus Utama,"Jl. Pertamina Kampus II Gambesi Kec. Ternate Selatan, Kota Ternate, Maluku Utara",quipper-563
ALL,Kampus Utama,"Jl. Letnan Kolonel Endro Suratmin, Sukarame, Kota Bandar Lampung, Lampung",quipper-564
ALL,Kampus Utama,"Jalan Medan Tenggara No. VII, Medan Tenggara, Medan Denai, Kota Medan, 20228",quipper-565
ALL,Kampus 2,"Komplek Palm Spring Blok A1 No. 7 dan 7A, Batam Centre",quipper-566
Fakultas Ekonomi,Kampus 1,"Jl. Batu Aji Baru No. 99, Batam",quipper-566
Fakultas Hukum,Kampus 1,"Jl. Batu Aji Baru No. 99, Batam",quipper-566
Fakultas Ilmu Sosial Ilmu Politik,Kampus 1,"Jl. Batu Aji Baru No. 99, Batam",quipper-566
Fakultas Keguruan,Kampus 1,"Jl. Batu Aji Baru No. 99, Batam",quipper-566
Fakultas Teknik,Kampus 1,"Jl. Batu Aji Baru No. 99, Batam",quipper-566
Fakultas Ushuluddin dan Humaniora,Kampus Utama,"Jl. A. Yani km. 4,5 Banjarmasin Timur, Kota Banjarmasin",quipper-567
Fakultas Dakwah dan Komunikasi,Kampus Utama,"Jl. A. Yani km. 4,5 Banjarmasin Timur, Kota Banjarmasin",quipper-567
Fakultas Syariah,Kampus Utama,"Jl. A. Yani km. 4,5 Banjarmasin Timur, Kota Banjarmasin",quipper-567
Fakultas Tarbiyah dan Ilmu Keguruan,Kampus Utama,"Jl. A. Yani km. 4,5 Banjarmasin Timur, Kota Banjarmasin",quipper-567
Program Pascasarjana,Kampus Utama,"Jl. A. Yani km. 4,5 Banjarmasin Timur, Kota Banjarmasin",quipper-567
Fakultas Ekonomi dan Bisnis Islam,Kampus Utama,"Jl. A. Yani km. 4,5 Banjarmasin Timur, Kota Banjarmasin",quipper-567
ALL,Kampus Utama,"Jalan H. M Joni No. 70 C, Pasar Merah, Medan, Sumatera Utara",quipper-568
ALL,Kampus Utama,"Jl. Raya Mataram – Labuhan Lombok Km. 50, Gapuk, Anjani, Suralaga, Lombok Timur, 83659",quipper-569
ALL,Kampus Utama,"Jalan Letnan Jidun No.2 Serang, Kabupaten Serang",quipper-570
ALL,Kampus 2,"Jl. Lenteng Agung Raya No. 20 - 21, Jakarta Selatan",quipper-571
ALL,Kampus 1,"Jl. Situ Indah No. 116 Kelapa Dua, Depok, Jawa Barat",quipper-571
ALL,Kampus Utama,Jln. Imam Bonjol No. 1 Madiun,quipper-572
ALL,Kampus Utama,"Prof M. Yamin,SH, No. 30 Lebak Bandung, Jambi- 36135",quipper-573
Manajemen Administrasi,Kampus Utama,Jl. Hos Cokroaminoto (Pasirkaliki) No. 127-131 Bandung 40173,quipper-574
Sekretaris,Kampus Utama,Jl. Hos Cokroaminoto (Pasirkaliki) No. 127-131 Bandung 40173,quipper-574
ALL,Kampus Utama,"Jl. Pemuda No.59A, Dasan Agung Baru, Mataram, 83125",quipper-575
Fakultas Ilmu Sosial,Kampus Utama,Jalan Willem Iskandar Pasar V Medan Estate 20371,quipper-576
Fakultas Ilmu Kesehatan Masyarakat,Kampus Utama,Jalan Willem Iskandar Pasar V Medan Estate 20371,quipper-576
Fakultas Syariah dan Hukum,Kampus Utama,Jalan Willem Iskandar Pasar V Medan Estate 20371,quipper-576
Fakultas Ilmu Tarbiyah dan Keguruan,Kampus Utama,Jalan Willem Iskandar Pasar V Medan Estate 20371,quipper-576
Fakultas Dakwah dan Komunikasi,Kampus Utama,Jalan Willem Iskandar Pasar V Medan Estate 20371,quipper-576
Fakultas Sains dan Teknologi,Kampus Utama,Jalan Willem Iskandar Pasar V Medan Estate 20371,quipper-576
Fakultas Ekonomi dan Bisnis Islam,Kampus Utama,Jalan Willem Iskandar Pasar V Medan Estate 20371,quipper-576
Fakultas Ushuluddin dan Studi Islam,Kampus Utama,Jalan Willem Iskandar Pasar V Medan Estate 20371,quipper-576
ALL,Kampus Utama,"Jl. Darmawangsa, Kampial, Nusa Dua, Bali",quipper-577
ALL,Kampus Utama,"Jalan Meulaoh-Tapaktuan Km 6, Ds Langung, Kecamatan Meureubo, Meulaboh, Kabupaten Aceh Barat",quipper-578
ALL,Kampus 2,"Menara Jamsostek, Tower B (Selatan) Lt.12 Jl Gatot Subroto No.38 Jakarta 12710",quipper-579
Fakultas Ilmu Sosial dan Ilmu Politik,Kampus 1,"JI. Kamal Raya No. 2A Cengkareng, Jakarta Barat 11730",quipper-579
Fakultas Pertanian,Kampus 1,"JI. Kamal Raya No. 2A Cengkareng, Jakarta Barat 11730",quipper-579
Fakultas Ekonomi,Kampus 1,"JI. Kamal Raya No. 2A Cengkareng, Jakarta Barat 11730",quipper-579
Fakultas Teknik Sipil dan Perencanaan,Kampus 1,"JI. Kamal Raya No. 2A Cengkareng, Jakarta Barat 11730",quipper-579
Fakultas Hukum,Kampus 1,"JI. Kamal Raya No. 2A Cengkareng, Jakarta Barat 11730",quipper-579
Fakultas Teknologi Industri,Kampus 1,"JI. Kamal Raya No. 2A Cengkareng, Jakarta Barat 11730",quipper-579
Fakultas Agama Islam,Kampus 1,"JI. Kamal Raya No. 2A Cengkareng, Jakarta Barat 11730",quipper-579
Manajemen Industri Pariwisata dan Perhotelan,Kampus 1,"JI. Kamal Raya No. 2A Cengkareng, Jakarta Barat 11730",quipper-579
ALL,Kampus Utama,"Jl. Politeknik Aceh, Desa Pango Raya, Kec. Ulee Kareng, Banda Aceh",quipper-580
ALL,Kampus Utama,"Jl. Kamboja No.11A, Dangin Puri Kangin, Denpasar Utara, Kota Denpasar, Bali 80233",quipper-581
ALL,Kampus 3,"Gajah Mada No. 19 Olo Nanggalo Padang, Sumatera Barat 25143",quipper-582
ALL,Kampus 1,"Sumatera Ulak Karang Padang, Sumatera Barat, 25133",quipper-582
ALL,Kampus 2,"Bagindo Aziz Chan By Pass Aie Pacah Padang, Sumatera Barat, 25176",quipper-582
ALL,Kampus Utama,"Jl. Tugu Raya, Komplek Timah, Kelapa Dua, Cimanggis, Depok, 16451",quipper-583
Fakultas Teknik Sipil dan Perencanaan,Institut Teknologi Adhi Tama Surabaya,"Jl. Arief Rahman Hakim No.100, Klampis Ngasem, Kec. Sukolilo, Kota SBY, Jawa Timur 60117",quipper-584
Fakultas Teknik Elektro dan Teknik Informatika,Institut Teknologi Adhi Tama Surabaya,"Jl. Arief Rahman Hakim No.100, Klampis Ngasem, Kec. Sukolilo, Kota SBY, Jawa Timur 60117",quipper-584
